gene_id	transcript_id
ADD1	"uc003gfn.2,uc003gfo.2,uc003gfp.2,uc003gfq.2,uc003gfr.2,uc003gfs.2,uc003gft.3,uc003gfu.2,uc010ico.1"
ADD2	"uc002sgx.2,uc002sgy.2,uc002sgz.2,uc002sha.2,uc002shc.1,uc002shd.1,uc010fds.1,uc010fdt.1,uc010fdu.1"
ADD3	"uc001kys.3,uc001kyt.3,uc001kyu.2,uc001kyv.2,uc001kyw.2,uc001kyx.2"
ADH1A	"uc003hur.1,uc010ilf.1,uc010ilg.1,uc011ceg.1"
ADH1B	"uc003hus.3,uc003hut.3,uc011ceh.1,uc011cei.1"
ADH1C	uc003huu.2
ADH4	"uc003hun.2,uc011ced.1"
ADH5	"uc003hui.2,uc003huj.2,uc003huk.1"
ADH6	"uc003huo.2,uc003hup.3,uc010ile.2,uc011cef.1"
ADH7	uc003huv.1
ADHFE1	"uc003xwb.3,uc003xwc.3,uc003xwd.3,uc003xwe.3,uc003xwf.3,uc011leq.1,uc011ler.1,uc011les.1"
ADI1	"uc002qxp.3,uc010yiq.1"
ADIG	uc002xjb.1
ADIPOQ	"uc003fra.2,uc010hyy.2"
ADIPOR1	"uc001gyq.3,uc001gyr.3,uc001gys.3,uc010pqd.1"
ADIPOR2	"uc001qjm.2,uc001qjn.2"
ADK	"uc001jwi.2,uc001jwj.2,uc001jwl.2,uc010qlb.1,uc010qlc.1"
ADM2	"uc003blj.2,uc011ary.1"
ADM	"uc001mik.1,uc001mil.1,uc001mim.1"
ADNP2	uc002lnw.2
ADNP	"uc002xvt.1,uc002xvu.1"
ADORA1	"uc001gze.1,uc001gzf.1,uc009xak.1,uc010pqg.1,uc010pqh.1"
ADORA2A	"uc002zzx.2,uc002zzy.3,uc003aab.2,uc003aac.2,uc010guo.1,uc010gup.2,uc010guq.2,uc011ajs.1"
ADORA2B	uc002gpd.1
ADORA3	"uc001ebf.2,uc001ebg.3,uc001ebh.3"
ADO	uc001jmg.2
ADPGK	"uc002ave.3,uc002avf.3,uc002avg.3,uc002avh.3,uc002avi.3,uc002avj.1,uc010ukw.1"
ADPRHL1	"uc001vtp.1,uc001vtq.1"
ADPRHL2	"uc001bzt.2,uc001bzu.2"
ADPRH	"uc003ecs.2,uc003ect.2,uc010hqv.2,uc011bjb.1"
ADRA1A	"uc003xfc.1,uc003xfd.1,uc003xfe.1,uc003xff.1,uc003xfg.1,uc003xfh.1,uc010lul.1,uc010lum.1"
ADRA1B	uc003lxt.1
ADRA1D	uc002wkr.2
ADRA2A	uc001kzo.2
ADRA2B	uc002svi.2
ADRA2C	"uc003ghm.2,uc010icx.2"
ADRB1	uc001lba.2
ADRB2	uc003lpr.1
ADRB3	uc003xkr.1
ADRBK1	"uc009yrm.1,uc009yrn.1"
ADRBK2	"uc003abw.2,uc003abx.3,uc003aby.3,uc010gux.2"
ADRM1	"uc002ycn.2,uc002yco.2,uc002ycp.1,uc011aai.1"
ADSL	"uc003ayp.3,uc003ayq.3,uc003ayr.3,uc003ays.3,uc003ayt.3,uc010gyb.1"
ADSSL1	"uc001ypd.2,uc001ype.2,uc001ypf.2"
ADSS	"uc001iaj.2,uc009xgr.1"
AEBP1	"uc003tkb.2,uc003tkc.3,uc003tkd.2"
AEBP2	"uc001ree.2,uc001ref.2,uc001reg.1"
AEN	"uc002bmt.2,uc010bnl.2,uc010bnm.1"
AES	"uc002lwx.1,uc002lwy.1,uc002lwz.1,uc002lxa.1,uc002lxb.1,uc002lxc.2"
AFAP1L1	"uc003lqg.3,uc003lqh.2,uc003lqi.1,uc010jgy.2"
AFAP1L2	"uc001lbm.2,uc001lbn.2,uc001lbo.2,uc001lbp.2,uc001lbq.1,uc001lbr.1,uc010qsd.1,uc010qse.1"
AFAP1	"uc003gkg.1,uc011bwk.1"
AFARP1	uc001eda.1
AFF1	"uc003hqh.1,uc003hqj.3,uc003hqk.3,uc011ccx.1,uc011ccy.1,uc011ccz.1,uc011cda.1"
AFF2	"uc004fco.2,uc004fcp.2,uc004fcq.2,uc004fcr.2,uc004fcs.2,uc011mxb.1,uc011mxc.1"
AFF3	"uc002taf.2,uc002tag.2,uc002tah.1,uc002tai.2,uc010fiq.1,uc010fir.1,uc010yvr.1"
AFF4	"uc003kyd.2,uc003kye.1,uc003kyf.3,uc011cxk.1"
AFG3L1	"uc002fps.1,uc002fpt.1,uc002fpu.1,uc002fpv.1,uc002fpw.1,uc002fpx.1,uc002fpy.1,uc002fpz.1,uc002fqa.1,uc002fqb.1,uc002fqc.1,uc002fqd.1"
AFG3L2	uc002kqz.1
AFMID	"uc002juy.3,uc002juz.3,uc002jva.3,uc002jvb.3,uc010dhj.2"
AFM	uc003hhb.2
AFP	"uc003hgy.1,uc003hgz.1,uc003hha.1,uc011cbg.1"
AFTPH	"uc002scz.2,uc002sda.2,uc002sdb.2,uc002sdc.2"
AG2	uc010rfl.1
AGAP11	"uc001kee.2,uc001kef.2"
AGAP1	"uc002vvs.2,uc002vvt.2"
AGAP2	"uc001spo.1,uc001spp.2,uc001spq.2,uc001spr.2"
AGAP3	"uc003wje.1,uc003wjf.1,uc003wjg.1,uc003wjh.1,uc003wji.1,uc003wjj.1,uc003wjk.1,uc010lpy.1"
AGAP4	"uc001jcx.3,uc001jcy.3,uc010qfl.1"
AGAP5	"uc001juu.3,uc009xri.2"
AGAP6	uc001jix.3
AGAP7	uc001jio.2
AGAP8	"uc001jij.2,uc001jik.2,uc009xom.2,uc010qgy.1"
AGA	"uc003iuu.1,uc003iuv.1,uc003iuw.2,uc010irt.1"
AGBL1	"uc002blz.1,uc002bma.1,uc002bmb.1"
AGBL2	"uc001ngf.2,uc001ngg.2,uc001ngh.1,uc010rhq.1"
AGBL3	uc011kpw.1
AGBL4	"uc001cru.2,uc001crv.1,uc010omw.1,uc010omx.1,uc010omy.1"
AGBL5	"uc002ric.2,uc002rid.2,uc002rie.2,uc002rif.2"
AGER	"uc003oak.1,uc003oal.1,uc003oam.1,uc003oan.1,uc003oao.1,uc003oap.1,uc003oaq.1,uc003oar.2,uc003oas.1,uc003oat.1,uc003oau.1,uc010jtv.1,uc010jtw.1,uc011dpm.1,uc011dpn.1,uc011dpo.1,uc011dpp.1,uc011dpq.1,uc011dpr.1,uc011dps.1"
AGFG1	"uc002vpc.2,uc002vpd.2,uc002vpe.2,uc002vpf.2"
AGFG2	"uc003uvf.2,uc003uvg.1,uc010lgy.2"
AGGF1	"uc003kes.2,uc003ket.2,uc003keu.1"
AGK	"uc003vwh.2,uc003vwi.2,uc011krg.1"
AGL	"uc001dsi.1,uc001dsj.1,uc001dsk.1,uc001dsl.1,uc001dsm.1,uc001dsn.1"
AGMAT	uc001awv.1
AGPAT1	"uc003oae.2,uc003oaf.2,uc003oag.2,uc003oah.2,uc003oai.1,uc011dpj.1,uc011dpk.1,uc011dpl.1"
AGPAT2	"uc004cii.1,uc004cij.1"
AGPAT3	"uc002zdv.2,uc002zdw.2,uc002zdx.2,uc002zdy.2"
AGPAT4	"uc003qtr.1,uc003qts.1,uc003qtt.1,uc011egb.1,uc011egc.1,uc011egd.1,uc011ege.1"
AGPAT5	"uc003wqo.2,uc011kwm.1"
AGPAT6	uc003xnz.2
AGPAT9	"uc003how.2,uc003hox.2,uc003hoy.2"
AGPHD1	"uc002bdt.2,uc010ble.2,uc010unc.1"
AGPS	"uc002ull.2,uc010zfb.1"
AGR2	"uc003str.2,uc011jxy.1"
AGR3	uc003sts.2
AGRN	uc001ack.1
AGRP	uc002etg.1
AGTPBP1	"uc004aod.3,uc010mqc.2,uc011ltc.1,uc011ltd.1,uc011lte.1"
AGTR1	"uc003ewg.2,uc003ewh.2,uc003ewi.2,uc003ewj.2,uc003ewk.2"
AGTR2	uc004eqh.3
AGTRAP	"uc001ast.2,uc001asu.2,uc001asv.2,uc001asw.2,uc001asx.2"
AGT	"uc001hty.3,uc009xfe.2,uc009xff.2"
AGXT2L1	"uc003hzc.2,uc010imc.2,uc011cfm.1,uc011cfn.1,uc011cfo.1"
AGXT2L2	"uc003miy.2,uc003miz.2,uc003mja.2,uc003mjb.2,uc003mjc.2,uc003mjd.1"
AGXT2	"uc003jje.1,uc003jjf.2,uc011com.1,uc011con.1"
AGXT	"uc002waa.3,uc002wab.3,uc010zoi.1"
AHCTF1	"uc001ibu.1,uc001ibv.1,uc001ibw.1,uc009xgs.1"
AHCYL1	"uc001dyx.2,uc001dyy.2,uc010ovw.1,uc010ovx.1"
AHCYL2	"uc003vot.2,uc003vov.2,uc011kov.1,uc011kow.1,uc011kox.1"
AHCY	"uc002xai.2,uc002xaj.2,uc010get.2"
AHDC1	"uc001boh.1,uc009vsy.2,uc009vsz.1"
AHI1	"uc003qgf.2,uc003qgg.2,uc003qgh.2,uc003qgi.2,uc003qgj.2,uc003qgk.3,uc003qgl.3"
AHNAK2	"uc001ypx.2,uc010axc.1"
AHNAK	"uc001ntk.1,uc001ntl.2"
AHRR	"uc003jav.2,uc003jaw.2,uc003jax.2,uc003jay.2,uc003jaz.2,uc010isy.2,uc010isz.2"
AHR	"uc003stt.3,uc011jxz.1"
AHSA1	"uc001xtw.2,uc010tvk.1"
AHSA2	"uc002sbb.1,uc002sbc.1"
AHSG	"uc003fqj.2,uc003fqk.3,uc003fql.3,uc003fqm.3,uc010hyp.2"
AHSP	uc002ecj.2
AICDA	"uc001qup.1,uc001quq.1,uc001qur.2,uc009zgd.1"
AIDA	"uc001hnn.2,uc001hno.2,uc010pus.1"
AIF1L	"uc004cab.1,uc004cac.1,uc004cad.1,uc004cae.1,uc011mce.1"
AIF1	"uc003nuy.2,uc003nva.2,uc010jsy.2"
AIFM1	"uc004evg.2,uc004evh.2,uc004evi.2,uc004evk.2,uc011mur.1,uc011mus.1"
AIFM2	"uc001jqp.1,uc010qjg.1"
AIFM3	"uc002ztj.2,uc002ztk.2,uc002ztl.2,uc002ztm.1,uc011ahx.1"
AIG1	"uc003qjf.2,uc003qjg.2,uc003qjh.2,uc003qji.2,uc011edw.1"
AIM1L	"uc001bmd.3,uc001bmf.3"
AIM1	"uc003prh.2,uc003pri.2"
AIM2	uc001ftj.1
AIMP1	"uc003hyg.2,uc003hyh.2,uc011cfg.1"
AIMP2	uc003spo.2
AIPL1	"uc002gcp.2,uc002gcq.2,uc002gcr.2,uc002gcs.2,uc010clk.2,uc010cll.2"
AIP	uc001olv.2
AIRE	"uc002zei.2,uc002zej.2,uc010gpq.2,uc010gpr.2"
AJAP1	"uc001alm.1,uc001aln.2"
AK1	uc004bsm.3
AK2	"uc001bwo.1,uc001bwp.1,uc001bwq.1,uc009vud.1,uc010ohq.1,uc010ohr.1"
AK3L1	"uc001dby.2,uc001dbz.2,uc001dca.2,uc009wan.2"
AK3	"uc003zip.1,uc003ziq.1,uc003zir.1,uc011lma.1"
AK5	"uc001dhm.1,uc001dhn.2,uc001dho.2"
AK7	"uc001yfm.1,uc001yfn.2"
AKAP10	"uc002gwo.2,uc002gwp.1,uc010cqw.1,uc010vze.1"
AKAP11	uc001uys.1
AKAP12	"uc003qoe.2,uc003qof.2,uc003qog.2,uc010kim.2,uc011eep.1"
AKAP13	"uc002bls.2,uc002blt.1,uc002blu.1,uc002blv.1,uc002blw.1,uc002blx.1,uc010bne.1,uc010bnf.1"
AKAP14	"uc004esd.2,uc004ese.2,uc004esf.2"
AKAP1	"uc002iux.2,uc002iuy.2,uc010dcm.2,uc010wnl.1"
AKAP2	"uc004bem.2,uc011lwi.1,uc011lwj.1"
AKAP3	uc001qnb.3
AKAP4	"uc004dou.1,uc004dov.1,uc004dow.1,uc010njp.1"
AKAP5	uc001xhd.3
AKAP6	"uc001wrq.2,uc010aml.2"
AKAP7	"uc003qck.2,uc003qcl.1,uc003qcm.1,uc003qcn.1,uc011ebz.1"
AKAP8L	"uc002naw.1,uc002nax.1,uc002nay.1,uc002naz.2,uc010xoh.1"
AKAP8	"uc002nav.2,uc010dzy.2,uc010dzz.1,uc010xog.1"
AKAP9	"uc003uld.3,uc003ule.2,uc003ulf.2,uc003ulg.2,uc003uli.2,uc003ulj.2,uc003ulk.2,uc003ull.2"
AKD1	"uc003ptn.2,uc003ptr.3,uc003pts.1,uc011eas.1,uc011eat.1"
AKIRIN1	"uc001ccw.2,uc010oip.1,uc010oiq.1"
AKIRIN2	uc003pmk.2
AKNAD1	"uc001dwa.2,uc001dwb.2,uc010ovb.1"
AKNA	"uc004bin.3,uc004bio.3,uc004bip.3,uc004biq.3,uc004bir.3,uc004bis.3,uc004bit.1,uc004biu.1,uc004biv.1,uc004biw.1,uc010mve.2"
AKR1A1	"uc001cod.2,uc001coe.2,uc001cof.2,uc001cog.2,uc009vxw.2"
AKR1B10	uc003vrr.2
AKR1B15	"uc003vrt.2,uc011kpr.1,uc011kps.1"
AKR1B1	"uc003vrp.1,uc003vrq.1"
AKR1C1	"uc001iho.2,uc001ihq.2,uc009xhx.2"
AKR1C2	"uc001ihs.2,uc001iht.2,uc009xhy.2,uc010qan.1,uc010qao.1"
AKR1C3	"uc001ihr.2,uc001ihu.2,uc010qap.1,uc010qaq.1"
AKR1C4	uc001ihw.2
AKR1CL1	uc009xhz.2
AKR1D1	"uc003vtz.2,uc010lmy.1,uc011kqb.1,uc011kqc.1,uc011kqd.1,uc011kqe.1,uc011kqf.1"
AKR1E2	"uc001ihh.1,uc001ihi.2,uc001ihj.2,uc001ihk.2,uc001ihl.1,uc009xhw.2,uc010qam.1"
AKR7A2	"uc001bbw.2,uc001bbx.2,uc009vpi.1"
AKR7A3	uc001bbv.1
AKR7L	"uc010ocx.1,uc010ocy.1"
AKT1S1	"uc002pql.3,uc002pqm.3,uc002pqn.3"
AKT1	"uc001ypj.2,uc001ypk.2,uc001ypl.2,uc001ypm.2,uc001ypn.2,uc010axa.2,uc010tyk.1"
AKT2	"uc002one.2,uc002onf.2,uc010egs.2,uc010egt.2,uc010egu.1,uc010xvj.1,uc010xvk.1"
AKT3	"uc001hzz.1,uc001iaa.2,uc001iab.1"
AKTIP	"uc002ehk.2,uc002ehl.2,uc002ehm.2,uc010vgx.1"
ALAD	"uc004bhl.3,uc011lxe.1,uc011lxf.1"
ALAS1	"uc003dcx.1,uc003dcy.1,uc003dcz.1,uc011bec.1"
ALAS2	"uc004dua.3,uc004dub.3,uc004dud.3"
ALB	"uc003hgs.3,uc003hgt.3,uc003hgu.3,uc003hgv.3,uc003hgw.3,uc003hgx.3,uc010iii.2,uc010iij.2,uc011cbe.1,uc011cbf.1"
ALCAM	"uc003dvv.2,uc003dvw.1,uc003dvx.2,uc003dvy.2,uc003dvz.2,uc010hpp.2,uc011bhh.1"
ALDH16A1	"uc002pnt.2,uc010yar.1,uc010yas.1,uc010yat.1"
ALDH18A1	"uc001kky.2,uc001kkz.2,uc010qog.1,uc010qoh.1"
ALDH1A1	"uc004ajd.2,uc011lsg.1,uc011lsh.1"
ALDH1A2	"uc002aew.2,uc002aex.2,uc002aey.2,uc010ugv.1,uc010ugw.1"
ALDH1A3	"uc002bwn.3,uc010bpa.1,uc010bpb.2"
ALDH1B1	uc004aay.2
ALDH1L1	"uc003eim.1,uc003ein.1,uc003eio.2,uc003eip.1,uc010hse.1,uc010hsf.1,uc011bki.1,uc011bkj.1"
ALDH1L2	"uc001tlc.2,uc009zuo.2,uc009zup.2"
ALDH2	"uc001tst.2,uc009zvy.2,uc010syi.1"
ALDH3A1	"uc002gwj.2,uc002gwk.2,uc002gwl.1,uc010cqu.2,uc010cqv.2,uc010vzd.1"
ALDH3A2	"uc002gwa.1,uc002gwb.1,uc002gwc.1,uc002gwd.1,uc010cqr.1"
ALDH3B1	"uc001omy.1,uc001omz.2,uc001ona.2,uc001onb.2,uc010rpy.1"
ALDH3B2	"uc001omr.2,uc001oms.2,uc009ysa.1"
ALDH4A1	"uc001bbb.2,uc001bbc.2,uc010ocu.1"
ALDH5A1	"uc003nef.2,uc003neg.2"
ALDH6A1	"uc001xpo.2,uc010asa.2,uc010tuq.1"
ALDH7A1	"uc003ktv.2,uc003ktx.2,uc003kty.2,uc003ktz.2,uc011cxa.1"
ALDH8A1	"uc003qew.2,uc003qex.2,uc010kgh.2,uc011ecx.1"
ALDH9A1	"uc001gdh.1,uc010pky.1,uc010pkz.1,uc010pla.1"
ALDOA	"uc002dvw.2,uc002dvx.2,uc002dvy.2,uc002dvz.2,uc002dwa.3,uc002dwb.1,uc002dwc.2,uc002dwd.2,uc010bzo.1,uc010veg.1"
ALDOB	uc004bbk.2
ALDOC	"uc002hbp.2,uc010cro.2"
ALG10B	"uc001rln.3,uc001rlo.3,uc010skk.1"
ALG10	uc001rlm.2
ALG11	uc001vfz.1
ALG12	uc003biy.2
ALG13	"uc004epi.1,uc011msw.1,uc011msx.1,uc011msy.1,uc011msz.1,uc011mta.1,uc011mtb.1"
ALG14	uc001dra.2
ALG1L2	"uc010hth.2,uc011bld.1"
ALG1L	uc003eig.1
ALG1	"uc002cyj.2,uc002cym.2,uc002cyn.2,uc010bue.2,uc010uxy.1"
ALG2	"uc004azf.2,uc004azg.2"
ALG3	"uc003fne.2,uc003fnf.1,uc011brc.1,uc011brd.1,uc011bre.1,uc011brf.1"
ALG5	"uc001uvy.2,uc010teq.1,uc010ter.1"
ALG6	"uc001daz.2,uc009waj.2,uc010oow.1,uc010oox.1"
ALG8	"uc001oyz.1,uc001oza.1,uc009yux.1,uc009yuy.1"
ALG9	"uc001ply.2,uc001plz.2,uc001pmb.2,uc009yyh.1,uc010rwm.1,uc010rwn.1,uc010rwo.1"
ALKBH1	"uc001xuc.1,uc001xud.1"
ALKBH2	"uc001tnx.2,uc001tny.2,uc009zvd.2,uc010sxj.1,uc010sxk.1"
ALKBH3	"uc001mxs.2,uc001mxt.2,uc009ykp.2,uc009ykq.2"
ALKBH4	"uc003uzl.2,uc003uzm.2"
ALKBH5	"uc010cpw.2,uc010cpx.2"
ALKBH6	"uc002oct.2,uc002ocv.1,uc002ocw.1,uc002ocx.1,uc010eeo.1,uc010eep.1"
ALKBH7	uc002meo.1
ALKBH8	"uc001pjk.2,uc001pjl.2,uc009yxp.2,uc010rvq.1,uc010rvr.1"
ALK	"uc002rmy.2,uc010ymo.1"
ALLC	"uc002qyf.2,uc010ewt.2"
ALMS1P	uc010yrl.1
ALMS1	"uc002sje.1,uc002sjf.1,uc002sjg.2,uc002sjh.1,uc010fev.1"
ALOX12B	uc002gjy.1
ALOX12P2	"uc002gdu.1,uc002gdv.2,uc002gdw.2"
ALOX12	"uc002gdx.3,uc002gdz.3"
ALOX15B	"uc002gju.2,uc002gjv.2,uc002gjw.2,uc010cnp.2,uc010vun.1"
ALOX15	"uc002fyh.2,uc010vsd.1,uc010vse.1"
ALOX5AP	"uc001utf.1,uc010tdr.1"
ALOX5	"uc001jce.2,uc009xmt.2,uc010qfg.1"
ALOXE3	"uc002gka.2,uc010cnr.2,uc010vuo.1,uc010vup.1"
ALPI	"uc002vst.3,uc002vsu.3"
ALPK1	"uc003iam.2,uc003ian.3,uc003iao.3,uc003iap.3,uc003iaq.2,uc003iar.2,uc010imo.2,uc011cfw.1,uc011cfx.1"
ALPK2	"uc002lhj.3,uc002lhk.1"
ALPK3	"uc002ble.2,uc010upc.1"
ALPL	"uc001bet.2,uc001beu.3,uc010odn.1,uc010odo.1,uc010odp.1"
ALPPL2	uc002vss.3
ALPP	"uc002vsq.2,uc002vsr.2"
ALS2CL	"uc003cpx.1,uc003cpy.1,uc003cpz.1,uc003cqa.1,uc003cqb.1,uc003cqc.1"
ALS2CR11	"uc002uye.2,uc002uyf.2,uc010fti.2"
ALS2CR12	"uc002uya.3,uc010ftg.2,uc010fth.2"
ALS2CR4	"uc002uyg.1,uc002uyh.1,uc010zho.1,uc010zhp.1"
ALS2CR8	"uc002uzm.2,uc002uzn.2,uc002uzo.2,uc002uzp.2,uc010ftu.1,uc010zhy.1,uc010zhz.1,uc010zia.1,uc010zib.1,uc010zic.1"
ALS2	"uc002uyo.2,uc002uyp.3,uc002uyq.2,uc002uyr.2,uc010ftl.2"
ALX1	uc001tae.3
ALX3	uc001dzb.2
ALX4	uc001myb.2
AMAC1L2	uc003wtp.1
AMAC1L3	uc010cmj.1
AMAC1	uc002hjd.2
AMACR	"uc003jig.2,uc003jih.2,uc003jii.2,uc003jij.2,uc003jik.1,uc003jil.1"
AMBN	uc003hfl.2
AMBP	"uc004bie.3,uc010mvc.1,uc011lxk.1"
AMBRA1	"uc001ncu.1,uc001ncv.2,uc001ncw.2,uc001ncx.2,uc009ylc.1,uc010rgt.1,uc010rgu.1"
AMD1	"uc003puk.1,uc003pul.1,uc011eay.1,uc011eaz.1,uc011eba.1"
AMDHD1	"uc001tel.1,uc009zth.1"
AMDHD2	"uc002cqp.2,uc002cqq.2,uc010uwc.1,uc010uwd.1"
AMELX	"uc004cus.2,uc004cut.2,uc004cuu.2"
AMELY	"uc004fqz.2,uc004fra.1"
AMFR	"uc002eiw.2,uc002eix.2,uc002eiy.2"
AMHR2	"uc001scx.1,uc009zmy.1"
AMH	uc002lvh.2
AMICA1	"uc001psg.2,uc001psh.2,uc001psi.2,uc001psj.2,uc001psk.2,uc001psl.1,uc009yzw.1,uc010rxw.1,uc010rxx.1"
AMIGO1	uc001dxx.3
AMIGO2	"uc001rpk.2,uc001rpl.2,uc001rpm.2"
AMIGO3	uc003cxj.2
AMMECR1L	"uc002tpl.2,uc002tpm.2"
AMMECR1	"uc004eoo.2,uc004eop.2,uc004eoq.2"
AMN1	"uc001rko.3,uc001rkp.3,uc001rkq.3,uc009zjs.2,uc009zjt.1,uc010skc.1"
AMN	"uc001ymg.3,uc001ymh.3"
AMOTL1	"uc001pfb.2,uc001pfc.2"
AMOTL2	"uc003eqe.1,uc003eqf.2,uc003eqg.1,uc003eqh.1,uc010htx.1"
AMOT	"uc004epr.2,uc004eps.2,uc004ept.1,uc011mtc.1"
AMPD1	"uc001efe.1,uc001eff.1"
AMPD2	"uc001dyb.1,uc001dyc.1,uc001dyd.1,uc001dye.1,uc009wfg.1,uc009wfh.1,uc010ovr.1,uc010ovs.1"
AMPD3	"uc001min.1,uc001mio.1,uc001mip.1,uc009yfw.1,uc009yfx.1,uc009yfy.2,uc009yfz.2,uc010rbz.1"
AMPH	"uc003tgt.2,uc003tgu.2,uc003tgv.2,uc003tgw.1,uc010kxl.1"
AMTN	"uc003hfk.1,uc010ihy.1"
AMT	"uc003cww.2,uc003cwx.2,uc003cwy.2,uc011bcn.1,uc011bco.1,uc011bcp.1,uc011bcq.1"
AMY1A	"uc001duu.2,uc001duv.2,uc001duw.1,uc001dux.1,uc001duy.2,uc001duz.2"
AMY2A	"uc001dut.2,uc010ouq.1"
AMY2B	"uc001duq.2,uc001dus.1,uc010ouo.1"
AMZ1	"uc003smr.1,uc003sms.1,uc011jwa.1"
AMZ2P1	"uc002jez.3,uc002jfa.3,uc002jfb.3,uc010del.2"
AMZ2	"uc002jgr.1,uc002jgs.1,uc002jgt.1,uc002jgu.1,uc002jgv.1,uc002jgw.1,uc002jgx.1,uc002jgy.1"
ANAPC10	"uc003iju.3,uc003ijv.3,uc003ijw.3"
ANAPC11	"uc002kbv.1,uc002kbw.1,uc002kbx.1,uc002kby.1,uc002kbz.1,uc002kca.1,uc002kcb.1,uc002kcc.1,uc010dih.1"
ANAPC13	"uc003eqi.2,uc003eqj.2,uc003eqk.3"
ANAPC16	"uc001jsv.2,uc001jsw.2"
ANAPC1	"uc002thi.2,uc002thj.2"
ANAPC2	"uc004clq.1,uc004clr.1,uc011mer.1"
ANAPC4	"uc003gro.2,uc003grp.2,uc003grq.2,uc010iet.1,uc010ieu.1"
ANAPC5	"uc001uae.2,uc001uaf.2,uc001uag.2,uc001uah.2,uc001uai.1,uc010szu.1,uc010szv.1"
ANAPC7	"uc001tqo.2,uc001tqp.3"
ANGEL1	"uc001xsv.2,uc010tvf.1"
ANGEL2	"uc001hjz.2,uc001hka.2,uc001hkb.2,uc010pto.1,uc010ptp.1,uc010ptq.1"
ANGPT1	"uc003ymn.2,uc003ymo.2,uc003ymp.3,uc011lhv.1"
ANGPT2	"uc003wqj.3,uc003wqk.3,uc003wql.3,uc010lri.2"
ANGPT4	"uc002wei.2,uc010zpn.1"
ANGPTL1	"uc001gma.2,uc001gmb.2,uc010pnc.1"
ANGPTL2	"uc004bqr.1,uc010mxg.1"
ANGPTL3	uc001das.1
ANGPTL4	"uc002mjq.1,uc002mjr.1,uc010xkc.1"
ANGPTL5	uc001pgl.2
ANGPTL6	"uc002mmx.1,uc002mmy.1"
ANGPTL7	uc001ase.2
ANG	"uc001vxw.3,uc001vxz.2"
ANK1	"uc003xoc.2,uc003xod.2,uc003xof.2,uc003xoh.2,uc003xoi.2,uc003xoj.2,uc003xok.2,uc003xol.2,uc003xom.2,uc011lcl.1"
ANK2	"uc003ibc.2,uc003ibd.3,uc003ibe.3,uc003ibf.3,uc003ibg.3,uc003ibh.3,uc010imr.2,uc010ims.2,uc011cgb.1,uc011cgc.1,uc011cgd.1"
ANK3	"uc001jkv.2,uc001jkw.2,uc001jkx.2,uc001jky.2,uc001jkz.3,uc001jla.1,uc001jlb.1,uc001jlc.1,uc009xpa.2,uc009xpb.1,uc009xpc.1,uc010qih.1"
ANKAR	"uc002uqu.2,uc002uqv.1,uc002uqw.1,uc002uqx.1,uc002uqy.1"
ANKDD1A	"uc002anx.1,uc002any.2,uc002anz.2,uc002aoa.2,uc002aob.2,uc002aoc.2,uc010bha.2"
ANKFN1	uc002iun.1
ANKFY1	"uc002fxn.2,uc002fxo.2,uc002fxp.2,uc002fxq.1,uc002fxr.2,uc010ckp.2,uc010vrz.1"
ANKHD1-EIF4EBP3	"uc003lfs.1,uc003lfx.1,uc011czh.1"
ANKHD1	"uc003lfo.2,uc003lfp.2,uc003lfq.1,uc003lfr.2,uc003lft.1,uc003lfu.1,uc003lfv.1,uc003lfw.2,uc010jfk.2,uc010jfl.2"
ANKH	"uc003jfl.3,uc003jfm.3"
ANKIB1	"uc003ulw.2,uc010lew.1"
ANKK1	uc001pny.2
ANKLE1	"uc002nfy.2,uc002nfz.2,uc002nga.2,uc010eao.1,uc010xpm.1,uc010xpn.1"
ANKLE2	"uc001ukx.2,uc001uky.3,uc009zyw.1"
ANKMY1	"uc002vyz.1,uc002vza.1,uc002vzb.1,uc002vzc.1,uc002vzd.1,uc002vze.2,uc002vzf.2,uc010fzd.1,uc010fze.1"
ANKMY2	"uc003sti.2,uc010ktz.2"
ANKRA2	"uc003kcu.1,uc003kcv.2"
ANKRD10	"uc001vrl.2,uc001vrm.2,uc001vrn.2,uc001vro.1,uc001vrp.1"
ANKRD11	"uc002fmx.1,uc002fmy.1,uc002fna.1,uc002fnb.1,uc002fnc.1,uc002fnd.2,uc002fne.2,uc002fnf.1,uc002fng.1"
ANKRD12	"uc002knv.2,uc002knw.2,uc002knx.2,uc010dkx.1,uc010wzn.1"
ANKRD13A	"uc001tpx.2,uc001tpy.2,uc001tpz.2,uc001tqa.2,uc009zvl.1,uc009zvm.1,uc010sxw.1"
ANKRD13B	"uc002heh.2,uc002hei.2,uc002hej.2,uc002hek.2"
ANKRD13C	"uc001dex.3,uc001dey.3,uc009wbk.2"
ANKRD13D	"uc001okc.1,uc001okd.1,uc001oke.1,uc001okg.1,uc001okh.1,uc001oki.1"
ANKRD16	"uc001iio.1,uc001iiq.2,uc009xie.2,uc009xif.2,uc010qat.1"
ANKRD17	"uc003hgo.2,uc003hgp.2,uc003hgq.2,uc003hgr.2,uc011cbd.1"
ANKRD19	"uc004asr.3,uc004ass.2,uc011lua.1"
ANKRD1	uc001khe.1
ANKRD20A3	"uc004acd.2,uc004acw.1,uc004aeu.2,uc010mmv.2,uc010mna.1,uc010mnn.2"
ANKRD20A4	"uc004afn.2,uc010mnw.1"
